player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_standard_goals,header_standard_pens_made,header_standard_pens_att,header_standard_shots_total,header_standard_shots_on_target,header_standard_shots_free_kicks,header_standard_shots_on_target_pct,header_standard_shots_total_per90,header_standard_shots_on_target_per90,header_standard_goals_per_shot,header_standard_goals_per_shot_on_target,header_expected_xg,header_expected_npxg,header_expected_npxg_per_shot,header_expected_xg_net,header_expected_npxg_net,matches
Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,1,0,0,3,2,0,66.7,0.21,0.14,0.33,0.50,0.1,0.1,0.02,+0.9,+0.9,Matches
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,0,0,1,36,8,0,22.2,1.81,0.40,0.00,0.00,2.7,1.9,0.05,-2.7,-1.9,Matches
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,0,0,0,4,1,0,25.0,1.33,0.33,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,Matches
Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,28.2,2,0,0,31,6,0,19.4,1.10,0.21,0.06,0.33,2.2,2.2,0.07,-0.2,-0.2,Matches
Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,0,0,0,9,1,4,11.1,0.43,0.05,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,0,0,0,2,0,0,0.0,0.20,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,0,0,0,4,0,0,0.0,0.16,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,1,0,0,19,4,0,21.1,0.72,0.15,0.05,0.25,0.8,0.8,0.04,+0.2,+0.2,Matches
Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,2,0,0,18,8,0,44.4,2.77,1.23,0.11,0.25,1.8,1.8,0.10,+0.2,+0.2,Matches
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0,1,0,0,0.0,0.86,0.00,0.00,,0.0,0.0,0.01,0.0,0.0,Matches
Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,34.9,0,0,0,40,12,0,30.0,1.15,0.34,0.00,0.00,3.4,3.4,0.08,-3.4,-3.4,Matches
Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,0,0,0,17,4,0,23.5,1.74,0.41,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,Matches
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,2,0,0,11,3,0,27.3,0.58,0.16,0.18,0.67,0.6,0.6,0.05,+1.4,+1.4,Matches
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,1,0,0,25,9,0,36.0,0.82,0.30,0.04,0.11,1.4,1.4,0.06,-0.4,-0.4,Matches
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,5.7,0,0,0,6,2,0,33.3,1.06,0.35,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,Matches
Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,20.3,0,0,0,27,9,2,33.3,1.33,0.44,0.00,0.00,1.1,1.1,0.04,-1.1,-1.1,Matches
Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,0,0,0,16,3,0,18.8,1.18,0.22,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,Matches
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,28.8,2,0,0,68,16,0,23.5,2.36,0.56,0.03,0.13,3.0,3.0,0.04,-1.0,-1.0,Matches
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,0,0,0,5,0,0,0.0,1.32,0.00,0.00,,0.3,0.3,0.05,-0.3,-0.3,Matches
Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,0,0,0,4,2,0,50.0,0.52,0.26,0.00,0.00,0.4,0.4,0.10,-0.4,-0.4,Matches
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,0,0,0,2,0,0,0.0,0.49,0.00,0.00,,0.6,0.6,0.29,-0.6,-0.6,Matches
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,2,0,0,29,11,0,37.9,1.60,0.61,0.07,0.18,3.5,3.5,0.12,-1.5,-1.5,Matches
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,0,0,0,1,0,0,0.0,15.00,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,0,0,0,6,1,0,16.7,0.59,0.10,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,Matches
Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,33.2,0,0,0,14,4,2,28.6,0.42,0.12,0.00,0.00,0.6,0.6,0.04,-0.6,-0.6,Matches
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,4,1,1,38,14,10,36.8,3.26,1.20,0.08,0.21,3.0,2.2,0.06,+1.0,+0.8,Matches
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,9,0,0,71,24,8,33.8,2.56,0.86,0.13,0.38,6.9,6.9,0.10,+2.1,+2.1,Matches
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,6.3,1,0,0,8,2,0,25.0,1.27,0.32,0.13,0.50,0.6,0.6,0.08,+0.4,+0.4,Matches
Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,0,0,0,11,1,2,9.1,0.79,0.07,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,2,0,0,25,10,0,40.0,1.94,0.78,0.08,0.20,2.5,2.5,0.10,-0.5,-0.5,Matches
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,3,0,0,46,20,0,43.5,2.22,0.97,0.07,0.15,3.3,3.3,0.07,-0.3,-0.3,Matches
Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,1,0,0,9,5,0,55.6,1.41,0.79,0.11,0.20,1.4,1.4,0.15,-0.4,-0.4,Matches
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,2,0,0,23,8,1,34.8,0.77,0.27,0.09,0.25,2.6,2.6,0.11,-0.6,-0.6,Matches
Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,1,0,0,13,4,0,30.8,0.67,0.21,0.08,0.25,1.3,1.3,0.10,-0.3,-0.3,Matches
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,0,0,0,3,0,0,0.0,0.17,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,0,0,0,14,2,0,14.3,1.48,0.21,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,19,3,3,130,56,4,43.1,4.07,1.75,0.12,0.29,19.4,17.1,0.13,-0.4,-1.1,Matches
Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,2.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.4,1,0,0,21,7,0,33.3,2.85,0.95,0.05,0.14,1.5,1.5,0.07,-0.5,-0.5,Matches
William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,0,0,0,3,0,0,0.0,0.27,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,0,0,0,1,0,1,0.0,1.10,0.00,0.00,,0.0,0.0,0.01,0.0,0.0,Matches
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,1,0,0,7,1,0,14.3,0.23,0.03,0.14,1.00,1.2,1.2,0.18,-0.2,-0.2,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,2,0,0,34,12,0,35.3,2.63,0.93,0.06,0.17,2.6,2.6,0.08,-0.6,-0.6,Matches
Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,0,0,0,7,2,0,28.6,0.48,0.14,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,1,0,0,17,3,0,17.6,1.62,0.29,0.06,0.33,2.0,2.0,0.12,-1.0,-1.0,Matches
Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,6,0,0,50,16,0,32.0,2.68,0.86,0.12,0.38,5.2,5.2,0.10,+0.8,+0.8,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,1,0,0,13,5,2,38.5,1.99,0.77,0.08,0.20,0.5,0.5,0.04,+0.5,+0.5,Matches
Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,1,0,0,9,2,3,22.2,1.56,0.35,0.11,0.50,0.5,0.5,0.06,+0.5,+0.5,Matches
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,0,0,0,3,1,0,33.3,0.15,0.05,0.00,0.00,0.1,0.0,0.01,-0.1,0.0,Matches
Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,0,0,0,6,1,0,16.7,1.50,0.25,0.00,0.00,0.6,0.6,0.10,-0.6,-0.6,Matches
Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,14.7,4,0,0,39,18,2,46.2,2.65,1.22,0.10,0.22,2.9,2.9,0.07,+1.1,+1.1,Matches
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,1,0,0,9,5,0,55.6,1.09,0.61,0.11,0.20,0.8,0.8,0.09,+0.2,+0.2,Matches
Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,3,0,0,31,11,4,35.5,1.88,0.67,0.10,0.27,1.9,1.7,0.06,+1.1,+1.3,Matches
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,9.4,4,1,1,21,11,1,52.4,2.24,1.17,0.14,0.27,4.5,3.8,0.18,-0.5,-0.8,Matches
Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,0,0,0,8,3,0,37.5,0.30,0.11,0.00,0.00,0.8,0.8,0.10,-0.8,-0.8,Matches
Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,2,0,0,10,3,0,30.0,0.39,0.12,0.20,0.67,1.5,1.5,0.15,+0.5,+0.5,Matches
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,0,0,0,3,0,0,0.0,0.54,0.00,0.00,,0.3,0.3,0.11,-0.3,-0.3,Matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,0,0,0,10,1,1,10.0,0.53,0.05,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,17,0,0,52,28,1,53.8,2.05,1.10,0.33,0.61,9.5,9.5,0.18,+7.5,+7.5,Matches
Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,25.5,1,0,0,15,3,0,20.0,0.59,0.12,0.07,0.33,0.7,0.7,0.05,+0.3,+0.3,Matches
Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,0,0,0,2,0,1,0.0,15.00,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,2,0,0,9,3,0,33.3,0.72,0.24,0.22,0.67,0.6,0.6,0.06,+1.4,+1.4,Matches
Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,0,0,0,7,5,0,71.4,1.69,1.21,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,Matches
Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,0,0,0,20,5,2,25.0,0.83,0.21,0.00,0.00,1.2,1.2,0.06,-1.2,-1.2,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,2,0,0,17,5,0,29.4,0.66,0.19,0.12,0.40,1.9,1.9,0.11,+0.1,+0.1,Matches
Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,3,1,1,24,10,0,41.7,2.37,0.99,0.08,0.20,3.7,2.9,0.12,-0.7,-0.9,Matches
Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,5,0,0,38,12,0,31.6,1.57,0.50,0.13,0.42,3.2,3.2,0.08,+1.8,+1.8,Matches
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,23.7,4,3,4,71,19,6,26.8,2.99,0.80,0.01,0.05,8.2,5.2,0.07,-4.2,-4.2,Matches
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1,0,0,38,11,0,28.9,1.37,0.40,0.03,0.09,1.3,1.3,0.03,-0.3,-0.3,Matches
Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.1,1,1,1,22,5,1,22.7,2.73,0.62,0.00,0.00,3.2,2.4,0.11,-2.2,-2.4,Matches
Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.5,0,0,0,2,1,0,50.0,0.31,0.15,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,15.2,0,0,0,3,2,0,66.7,0.20,0.13,0.00,0.00,0.3,0.3,0.10,-0.3,-0.3,Matches
Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,0,0,0,5,0,0,0.0,2.68,0.00,0.00,,0.3,0.3,0.06,-0.3,-0.3,Matches
Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,9.4,2,0,0,24,8,0,33.3,2.54,0.85,0.08,0.25,2.1,2.1,0.09,-0.1,-0.1,Matches
Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,1,0,0,0.0,15.00,0.00,0.00,,0.2,0.2,0.19,-0.2,-0.2,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,4,0,0,32,10,0,31.3,2.47,0.77,0.13,0.40,4.1,4.1,0.13,-0.1,-0.1,Matches
Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,1,0,0,3,1,0,33.3,1.51,0.50,0.33,1.00,0.4,0.4,0.14,+0.6,+0.6,Matches
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,4,0,0,28,12,0,42.9,1.78,0.76,0.14,0.33,4.3,4.3,0.15,-0.3,-0.3,Matches
Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,1,0,0,28,4,1,14.3,1.16,0.17,0.04,0.25,2.0,2.0,0.07,-1.0,-1.0,Matches
Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,5,0,0,44,13,0,29.5,1.95,0.58,0.11,0.38,5.6,5.6,0.13,-0.6,-0.6,Matches
Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,1,0,0,4,1,0,25.0,0.25,0.06,0.25,1.00,0.2,0.2,0.05,+0.8,+0.8,Matches
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,0,0,0,20,6,2,30.0,1.55,0.46,0.00,0.00,1.3,1.3,0.07,-1.3,-1.3,Matches
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,0,0,0,16,1,1,6.3,1.06,0.07,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,Matches
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,6,2,2,29,7,7,24.1,1.71,0.41,0.14,0.57,2.7,1.2,0.04,+3.3,+2.8,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,0,0,0,2,1,0,50.0,0.09,0.05,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,2,0,0,19,6,1,31.6,1.02,0.32,0.11,0.33,1.2,1.2,0.06,+0.8,+0.8,Matches
Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,1,0,0,9,5,0,55.6,1.30,0.72,0.11,0.20,0.6,0.6,0.07,+0.4,+0.4,Matches
Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,0,0,0,5,1,0,20.0,1.25,0.25,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,10,0,0,49,18,1,36.7,3.40,1.25,0.20,0.56,6.2,6.2,0.13,+3.8,+3.8,Matches
Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,0,0,0,1,1,0,100.0,2.09,2.09,0.00,0.00,0.0,0.0,0.04,0.0,0.0,Matches
Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,0,0,0,14,3,0,21.4,1.48,0.32,0.00,0.00,0.9,0.9,0.06,-0.9,-0.9,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,1,0,0,32,8,0,25.0,1.68,0.42,0.03,0.13,1.6,1.6,0.05,-0.6,-0.6,Matches
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,0,0,0,10,2,0,20.0,0.46,0.09,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,0,0,0,3,1,0,33.3,0.72,0.24,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,3,0,0,18,9,0,50.0,1.56,0.78,0.17,0.33,1.9,1.9,0.10,+1.1,+1.1,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,0,0,0,1,0,1,0.0,0.03,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,1,0,0,2,1,0,50.0,2.73,1.36,0.50,1.00,0.6,0.6,0.28,+0.4,+0.4,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,5,0,0,43,16,12,37.2,1.36,0.51,0.12,0.31,3.1,3.1,0.07,+1.9,+1.9,Matches
Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,0,0,0,2,0,0,0.0,0.16,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,0,0,0,6,0,0,0.0,0.54,0.00,0.00,,0.3,0.3,0.06,-0.3,-0.3,Matches
Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,26.2,2,0,1,34,9,15,26.5,1.30,0.34,0.06,0.22,2.9,2.1,0.06,-0.9,-0.1,Matches
Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,2,0,0,11,4,0,36.4,0.48,0.17,0.18,0.50,1.2,1.2,0.11,+0.8,+0.8,Matches
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,0,0,0,14,3,0,21.4,0.88,0.19,0.00,0.00,1.2,1.2,0.08,-1.2,-1.2,Matches
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,10.9,0,0,0,7,2,0,28.6,0.64,0.18,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2,Matches
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,1,0,0,6,1,0,16.7,0.91,0.15,0.17,1.00,0.4,0.4,0.07,+0.6,+0.6,Matches
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,0,0,0,4,1,1,25.0,0.39,0.10,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,0,0,0,1,1,0,100.0,0.11,0.11,0.00,0.00,0.0,0.0,0.02,0.0,0.0,Matches
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,1,0,0,19,3,0,15.8,1.78,0.28,0.05,0.33,2.6,2.6,0.14,-1.6,-1.6,Matches
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,0,0,0,13,5,0,38.5,2.53,0.97,0.00,0.00,1.4,1.4,0.10,-1.4,-1.4,Matches
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ken Sema,se SWE,DF,Udinese,it Serie A,25,1993,25.3,2,0,0,16,4,1,25.0,0.63,0.16,0.13,0.50,0.5,0.5,0.03,+1.5,+1.5,Matches
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1,0,0,8,2,0,25.0,0.34,0.09,0.13,0.50,0.9,0.9,0.12,+0.1,+0.1,Matches
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,6.5,1,0,0,2,1,0,50.0,0.31,0.15,0.50,1.00,0.8,0.8,0.38,+0.2,+0.2,Matches
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0,0,0,1,1,0,100.0,0.60,0.60,0.00,0.00,0.1,0.1,0.10,-0.1,-0.1,Matches
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,3,0,0,29,10,4,34.5,3.61,1.24,0.10,0.30,1.7,1.7,0.06,+1.3,+1.3,Matches
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,32.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,7,0,0,37,15,0,40.5,2.08,0.84,0.19,0.47,2.8,2.8,0.08,+4.2,+4.2,Matches
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0,0,0,1,0,0,0.0,0.26,0.00,0.00,,0.1,0.1,0.11,-0.1,-0.1,Matches
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,5,2,3,31,11,13,35.5,1.09,0.39,0.10,0.27,3.8,1.5,0.05,+1.2,+1.5,Matches
Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,10.7,1,0,0,10,3,0,30.0,0.93,0.28,0.10,0.33,0.8,0.8,0.08,+0.2,+0.2,Matches
Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,1,0,0,4,1,0,25.0,1.95,0.49,0.25,1.00,0.5,0.5,0.12,+0.5,+0.5,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,3,0,0,14,5,0,35.7,1.20,0.43,0.21,0.60,2.6,2.6,0.18,+0.4,+0.4,Matches
