player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_games_starts,header_playing_minutes,header_playing_goals,header_performance_assists,header_performance_pens_made,header_performance_pens_att,header_performance_cards_yellow,header_performance_cards_red,header_performance_goals_per90,header_per90_assists_per90,header_per90_goals_assists_per90,header_per90_goals_pens_per90,header_per90_goals_assists_pens_per90,header_per90_xg,header_expected_npxg,header_expected_xa,header_expected_xg_per90,header_per90_xa_per90,header_per90_xg_xa_per90,header_per90_npxg_per90,header_per90_npxg_xa_per90,header_per90_matches
Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,2,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
José Campaña,es ESP,MF,Levante,es La Liga,26,1993,37,35,"3,156",2,7,0,0,4,1,0.06,0.20,0.26,0.06,0.26,2.9,2.9,5.4,0.08,0.15,0.24,0.08,0.24,Matches
Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,9,4,473,0,1,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches
Víctor Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,20,9,870,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,0.15,0.01,0.16,0.15,0.16,Matches
Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,25,1994,12,10,955,2,0,0,0,5,0,0.19,0.00,0.19,0.19,0.19,0.9,0.9,0.4,0.09,0.04,0.13,0.09,0.13,Matches
Emre Can,de GER,MF,Juventus,it Serie A,25,1994,8,2,284,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,0.41,0.17,0.58,0.41,0.58,Matches
Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,28,1991,36,36,"3,163",6,6,3,4,5,0,0.17,0.17,0.34,0.09,0.26,7.0,3.9,5.8,0.20,0.17,0.37,0.11,0.28,Matches
João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,17,13,"1,208",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,0.03,0.13,0.16,0.03,0.16,Matches
Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,31,23,"1,934",5,7,0,0,5,0,0.23,0.33,0.56,0.23,0.56,2.4,2.4,5.7,0.11,0.26,0.38,0.11,0.38,Matches
Gianmarco Cangiano,it ITA,"FW,MF",Bologna,it Serie A,17,2001,3,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1998,37,30,"2,489",6,2,0,0,6,0,0.22,0.07,0.29,0.22,0.29,6.0,6.0,2.9,0.22,0.10,0.32,0.22,0.32,Matches
Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,35,32,"2,872",3,4,0,0,10,0,0.09,0.13,0.22,0.09,0.22,1.2,1.2,3.4,0.04,0.11,0.15,0.04,0.15,Matches
Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,32,1987,24,20,"1,747",1,2,0,0,7,0,0.05,0.10,0.15,0.05,0.15,2.2,2.2,1.6,0.11,0.08,0.19,0.11,0.19,Matches
Étienne Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,30,30,"2,627",0,3,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,2.8,0.03,0.10,0.12,0.03,0.12,Matches
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,26,1993,18,5,667,3,0,0,0,4,1,0.40,0.00,0.40,0.40,0.40,1.7,1.7,0.4,0.23,0.06,0.29,0.23,0.29,Matches
Gianluca Caprari,it ITA,"FW,MF",Parma,it Serie A,26,1993,10,5,421,1,0,1,1,1,0,0.21,0.00,0.21,0.00,0.00,1.3,0.5,0.4,0.27,0.08,0.35,0.11,0.19,Matches
Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,34,31,"2,751",19,7,2,2,3,0,0.62,0.23,0.85,0.56,0.79,14.8,13.3,6.0,0.49,0.20,0.68,0.44,0.63,Matches
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,8,7,568,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09,Matches
Andrea Carboni,it ITA,"DF,MF",Cagliari,it Serie A,18,2001,6,5,339,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,21,1997,21,15,"1,450",6,3,0,0,3,0,0.37,0.19,0.56,0.37,0.56,6.5,6.5,1.9,0.40,0.12,0.52,0.40,0.52,Matches
Marc Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,19,9,705,1,2,0,0,1,0,0.13,0.26,0.38,0.13,0.38,1.9,1.9,1.4,0.24,0.18,0.42,0.24,0.42,Matches
Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,35,35,"3,134",2,0,0,0,7,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,0.6,0.06,0.02,0.07,0.06,0.07,Matches
Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,18,14,"1,272",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.01,0.06,0.07,0.01,0.07,Matches
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,es La Liga,25,1993,15,6,631,1,2,0,0,2,0,0.14,0.29,0.43,0.14,0.43,1.7,1.7,0.8,0.24,0.11,0.36,0.24,0.36,Matches
Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,11,10,847,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
Guido Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,24,13,"1,213",1,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,5.1,5.0,0.3,0.38,0.03,0.41,0.37,0.39,Matches
Andy Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,19,4,632,0,4,0,0,1,0,0.00,0.57,0.57,0.00,0.57,0.9,0.9,1.7,0.12,0.24,0.37,0.12,0.37,Matches
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,31,31,"2,738",1,5,0,0,11,0,0.03,0.16,0.20,0.03,0.20,2.7,2.7,4.3,0.09,0.14,0.23,0.09,0.23,Matches
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,1,0,72,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
William Carvalho,pt POR,MF,Betis,es La Liga,27,1992,13,11,892,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.9,0.07,0.09,0.16,0.07,0.16,Matches
Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,35,35,"3,088",4,3,0,0,12,0,0.12,0.09,0.20,0.12,0.20,3.8,3.8,0.3,0.11,0.01,0.12,0.11,0.12,Matches
Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,21,1998,7,7,592,0,1,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.01,0.07,0.08,0.01,0.08,Matches
Francesco Cassata,it ITA,MF,Genoa,it Serie A,22,1997,22,17,"1,406",2,0,0,0,11,1,0.13,0.00,0.13,0.13,0.13,1.3,1.3,1.3,0.08,0.08,0.17,0.08,0.17,Matches
Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,25,17,"1,619",1,2,0,0,4,0,0.06,0.11,0.17,0.06,0.17,1.8,1.8,2.4,0.10,0.13,0.23,0.10,0.23,Matches
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26,26,"2,340",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,22,22,"1,838",1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,24,1995,20,15,"1,116",1,2,0,0,3,1,0.08,0.16,0.24,0.08,0.24,2.5,2.5,3.0,0.20,0.24,0.44,0.20,0.44,Matches
Jonny Castro,es ESP,DF,Wolves,eng Premier League,25,1994,35,33,"2,887",2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.0,0.04,0.03,0.07,0.04,0.07,Matches
Lucas Castro,ar ARG,MF,SPAL,it Serie A,30,1989,7,6,425,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.12,0.08,0.20,0.12,0.20,Matches
Lucas Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,15,6,606,2,0,0,0,2,0,0.30,0.00,0.30,0.30,0.30,0.9,0.9,0.4,0.13,0.07,0.19,0.13,0.19,Matches
Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,32,30,"2,583",3,2,0,0,10,0,0.10,0.07,0.17,0.10,0.17,3.1,3.1,2.7,0.11,0.10,0.20,0.11,0.20,Matches
Danilo Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,21,3,592,1,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,0.5,0.5,0.7,0.08,0.11,0.19,0.08,0.19,Matches
Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,29,28,"2,488",0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.01,0.00,0.01,0.01,0.01,Matches
Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,14,7,605,4,1,1,1,2,0,0.60,0.15,0.74,0.45,0.60,7.9,7.2,1.4,1.18,0.21,1.39,1.07,1.28,Matches
Santi Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,35,29,"2,450",11,9,8,8,3,0,0.40,0.33,0.73,0.11,0.44,8.4,2.3,6.6,0.31,0.24,0.55,0.08,0.33,Matches
Dani Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,24,18,"1,692",0,2,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.9,0.03,0.10,0.13,0.03,0.13,Matches
Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,14,7,745,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23,23,"2,070",0,2,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.7,0.01,0.08,0.09,0.01,0.09,Matches
Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28,28,"2,520",0,3,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,2.3,0.01,0.08,0.09,0.01,0.09,Matches
Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,14,13,"1,095",2,0,0,0,5,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.1,0.03,0.01,0.03,0.03,0.03,Matches
Alberto Cerri,it ITA,FW,SPAL,it Serie A,23,1996,8,5,420,1,0,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.2,1.2,0.9,0.25,0.19,0.44,0.25,0.44,Matches
Alberto Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,11,1,244,1,0,0,0,1,0,0.37,0.00,0.37,0.37,0.37,0.6,0.6,0.2,0.21,0.06,0.26,0.21,0.26,Matches
Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,8,7,569,1,0,0,0,1,1,0.16,0.00,0.16,0.16,0.16,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
Florian Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,20,18,"1,528",0,2,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.7,0.01,0.10,0.11,0.01,0.11,Matches
Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,22,10,930,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.1,0.05,0.11,0.15,0.05,0.15,Matches
Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,14,13,"1,102",1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12,Matches
Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,26,26,"2,244",3,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,2.3,2.3,0.0,0.09,0.00,0.09,0.09,0.09,Matches
Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,29,1990,22,12,"1,220",5,1,0,0,4,0,0.37,0.07,0.44,0.37,0.44,1.7,1.7,1.1,0.13,0.08,0.21,0.13,0.21,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,25,1994,23,6,676,2,0,0,0,0,0,0.27,0.00,0.27,0.27,0.27,2.1,2.1,1.0,0.28,0.13,0.41,0.28,0.41,Matches
Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,fr Ligue 1,30,1988,26,23,"2,065",4,5,0,2,5,0,0.17,0.22,0.39,0.17,0.39,6.5,4.9,3.3,0.28,0.14,0.42,0.22,0.36,Matches
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,12,9,823,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.01,0.01,0.01,Matches
Charles,br BRA,FW,Eibar,es La Liga,35,1984,30,13,"1,301",6,0,1,2,8,0,0.42,0.00,0.42,0.35,0.35,4.6,3.1,1.0,0.32,0.07,0.39,0.21,0.28,Matches
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,24,24,"2,147",1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.7,0.7,2.3,0.03,0.10,0.13,0.03,0.13,Matches
Pablo Chavarría,ar ARG,"FW,MF",Mallorca,es La Liga,31,1988,13,1,209,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,0.28,0.22,0.50,0.28,0.50,Matches
Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,22,22,"1,971",0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.02,0.01,0.03,0.02,0.03,Matches
Pape Cheikh Diop,es ESP,MF,Celta Vigo,es La Liga,21,1997,16,6,599,0,1,0,0,5,1,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches
Chema,es ESP,DF,Getafe,es La Liga,27,1992,4,3,309,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,15,2003,6,1,143,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.10,0.07,0.17,0.10,0.17,Matches
Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,28,1990,24,9,926,1,2,0,0,5,0,0.10,0.19,0.29,0.10,0.29,3.0,3.0,1.1,0.29,0.11,0.39,0.29,0.39,Matches
Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,4,3,202,1,0,0,0,0,0,0.45,0.00,0.45,0.45,0.45,0.3,0.3,0.0,0.14,0.00,0.14,0.14,0.14,Matches
Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,32,29,"2,458",8,5,1,2,6,0,0.29,0.18,0.48,0.26,0.44,10.5,9.0,5.0,0.38,0.18,0.57,0.33,0.51,Matches
Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,27,27,"2,373",3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,3.6,0.03,0.14,0.17,0.03,0.17,Matches
Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,9,8,707,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
Tahith Chong,nl NED,"FW,MF",Manchester Utd,eng Premier League,19,1999,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.15,0.00,0.15,0.15,0.15,Matches
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,20,13,"1,251",0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,20,10,893,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,Matches
Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,20,18,"1,506",4,0,0,0,4,1,0.24,0.00,0.24,0.24,0.24,4.1,4.1,3.0,0.25,0.18,0.43,0.25,0.43,Matches
Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,21,21,"1,751",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.04,0.05,0.09,0.04,0.09,Matches
Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,20,1999,36,20,"2,020",3,2,0,0,2,0,0.13,0.09,0.22,0.13,0.22,4.1,4.1,3.5,0.18,0.15,0.34,0.18,0.34,Matches
Darko Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Matches
Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,3,3,244,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Luca Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,22,19,"1,598",0,4,0,0,8,1,0.00,0.23,0.23,0.00,0.23,0.3,0.3,2.9,0.02,0.16,0.18,0.02,0.18,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,24,21,"1,628",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,24,24,"2,096",0,1,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,28,23,"2,169",0,1,0,0,11,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.0,0.02,0.04,0.06,0.02,0.06,Matches
Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,1,1,60,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.18,0.18,0.00,0.18,Matches
Ibrahim Cissé,ci CIV,"DF,FW",Nice,fr Ligue 1,20,1999,2,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,21,21,"1,838",1,0,0,0,7,1,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.6,0.03,0.03,0.06,0.03,0.06,Matches
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,14,14,"1,186",2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.00,0.10,0.09,0.10,Matches
Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,2,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,1.05,0.00,1.05,1.05,1.05,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,21,1998,22,19,"1,629",1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,3.4,3.4,0.9,0.19,0.05,0.24,0.19,0.24,Matches
Christian Clemens,de GER,"MF,FW",Köln,de Bundesliga,27,1991,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,4,0,47,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.39,0.00,0.39,0.39,0.39,Matches
Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,23,20,"1,848",0,2,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.8,0.01,0.09,0.10,0.01,0.10,Matches
Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,18,11,971,1,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,0.15,0.05,0.20,0.15,0.20,Matches
Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38,38,"3,420",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,Matches
Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,1,1,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,12,9,764,1,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.5,0.05,0.06,0.12,0.05,0.12,Matches
Coke,es ESP,DF,Levante,es La Liga,32,1987,17,11,989,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.4,0.05,0.03,0.08,0.05,0.08,Matches
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,27,21,"1,839",0,1,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.6,0.03,0.03,0.06,0.03,0.06,Matches
Álex Collado,es ESP,DF,Barcelona,es La Liga,20,1999,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,5,0,82,0,1,0,0,1,0,0.00,1.10,1.10,0.00,1.10,0.5,0.5,0.6,0.56,0.65,1.21,0.56,1.21,Matches
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,29,29,"2,610",0,1,0,0,10,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.5,0.06,0.02,0.08,0.06,0.08,Matches
Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,30,30,"2,668",1,2,0,1,9,1,0.03,0.07,0.10,0.03,0.10,1.8,1.0,1.3,0.06,0.04,0.10,0.03,0.08,Matches
Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Racine Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,10,8,649,1,0,0,0,5,2,0.14,0.00,0.14,0.14,0.14,1.3,1.3,0.0,0.18,0.00,0.18,0.18,0.18,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,24,17,"1,505",4,3,0,0,2,0,0.24,0.18,0.42,0.24,0.42,4.1,4.1,3.9,0.25,0.24,0.48,0.25,0.48,Matches
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,24,23,"1,941",0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,0.2,0.04,0.01,0.04,0.04,0.04,Matches
Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,24,14,"1,258",3,1,0,0,0,0,0.21,0.07,0.29,0.21,0.29,3.4,3.4,0.3,0.24,0.02,0.27,0.24,0.27,Matches
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,29,29,"2,610",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.02,0.02,0.00,0.02,Matches
Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,23,21,"1,725",0,2,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,1.4,0.00,0.07,0.07,0.00,0.07,Matches
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,27,14,"1,352",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,0.02,0.06,0.09,0.02,0.09,Matches
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,29,28,"2,428",1,0,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,0.03,0.01,0.04,0.03,0.04,Matches
Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,26,21,"1,905",0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3,3,269,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.05,0.17,0.22,0.05,0.22,Matches
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,24,21,"1,442",1,4,0,0,4,0,0.06,0.25,0.31,0.06,0.31,1.6,1.6,1.1,0.10,0.07,0.17,0.10,0.17,Matches
Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,29,23,"1,998",13,2,0,0,5,0,0.59,0.09,0.68,0.59,0.68,9.8,9.8,1.6,0.44,0.07,0.51,0.44,0.51,Matches
