player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_performance_cards_yellow,header_performance_cards_red,header_performance_cards_yellow_red,header_performance_fouls,header_performance_fouled,header_performance_offsides,header_performance_crosses,header_performance_interceptions,header_performance_tackles_won,header_performance_pens_won,header_performance_pens_conceded,header_performance_own_goals,header_performance_ball_recoveries,header_aerials_aerials_won,header_aerials_aerials_lost,header_aerials_aerials_won_pct,matches
Fabian Johnson,us USA,"MF,DF",M'gladbach,de Bundesliga,31,1987,3.0,0,0,0,1,3,2,2,1,3,0,0,0,24,0,3,0.0,Matches
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,18,2001,1.4,0,0,0,3,0,0,0,2,2,0,0,0,20,2,3,40.0,Matches
Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,0,0,0,3,1,0,1,4,2,0,0,0,19,12,5,70.6,Matches
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,22,1997,23.5,3,1,1,23,31,1,4,23,22,0,0,0,189,10,12,45.5,Matches
Luuk de Jong,nl NED,FW,Sevilla,es La Liga,28,1990,22.9,2,0,0,29,37,15,3,7,10,1,0,0,91,123,101,54.9,Matches
Jony,es ESP,DF,Lazio,it Serie A,28,1991,12.5,4,0,0,12,15,4,123,14,11,0,0,0,72,1,8,11.1,Matches
Joan Jordán,es ESP,MF,Sevilla,es La Liga,25,1994,25.0,7,0,0,64,37,2,89,23,47,1,0,0,251,31,27,53.4,Matches
Bruno Jordão,pt POR,FW,Wolves,eng Premier League,20,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Jorginho,it ITA,MF,Chelsea,eng Premier League,27,1991,26.4,10,0,0,27,30,0,9,64,44,0,1,0,400,13,37,26.0,Matches
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,1,0,0,0,4,0,0,6,0,0,0,0,132,0,0,,Matches
Willian José,br BRA,FW,Real Sociedad,es La Liga,27,1991,22.3,4,0,0,27,25,15,10,1,3,0,0,0,87,27,40,40.3,Matches
Joselu,es ESP,FW,Alavés,es La Liga,29,1990,30.9,6,0,0,51,59,6,4,13,16,1,0,0,177,266,139,65.7,Matches
Jota,es ESP,"FW,MF",Aston Villa,eng Premier League,28,1991,3.7,0,0,0,6,2,0,2,3,2,0,0,0,24,1,5,16.7,Matches
Diogo Jota,pt POR,"FW,MF",Wolves,eng Premier League,22,1996,25.4,4,0,0,41,60,3,33,8,21,0,0,0,178,27,48,36.0,Matches
Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,4,0,0,9,8,0,0,15,10,0,0,0,59,9,7,56.3,Matches
Dejan Joveljić,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,1.7,1,0,0,4,1,2,1,0,3,0,0,0,4,1,6,14.3,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,29,1989,5.3,2,1,0,10,6,0,6,2,1,0,0,0,31,7,10,41.2,Matches
Luka Jović,rs SRB,FW,Real Madrid,es La Liga,21,1997,4.8,2,0,0,5,1,4,0,2,2,0,0,0,15,10,12,45.5,Matches
Juanmi,es ESP,"FW,MF",Betis,es La Liga,26,1993,2.9,2,1,1,2,1,2,1,0,4,0,0,0,12,4,3,57.1,Matches
David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,1,0,0,5,7,1,14,1,3,0,0,0,24,3,0,100.0,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,19,2000,16.1,3,0,0,25,22,5,80,11,13,0,0,0,95,7,14,33.3,Matches
Lago Junior,ci CIV,"MF,FW",Mallorca,es La Liga,28,1990,24.3,3,0,0,38,45,10,63,15,19,0,3,0,149,42,48,46.7,Matches
Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,19,2000,15.2,4,0,0,19,26,9,30,6,17,1,0,0,84,4,5,44.4,Matches
James Justin,eng ENG,DF,Leicester City,eng Premier League,21,1998,11.2,1,0,0,8,20,1,38,9,19,0,1,1,127,16,26,38.1,Matches
Musa Juwara,gm GAM,"FW,MF",Bologna,it Serie A,17,2001,0.7,1,0,0,3,3,0,5,0,0,0,0,0,8,1,0,100.0,Matches
Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,1,0,0,7,0,0,0,15,5,0,0,1,73,16,10,61.5,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,4,0,0,22,13,0,1,35,36,0,1,0,204,81,28,74.3,Matches
Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,3,2,1,22,14,0,0,37,24,0,0,0,200,60,45,57.1,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1994,16.3,5,0,0,20,48,3,55,12,17,0,0,0,129,8,16,33.3,Matches
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,27,1992,27.5,2,0,0,29,35,7,117,25,21,0,0,1,191,75,62,54.7,Matches
Florian Kainz,at AUT,"FW,MF",Köln,de Bundesliga,26,1992,17.3,5,0,0,16,36,1,169,12,10,0,0,0,124,6,21,22.2,Matches
Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,28,1991,22.2,4,0,0,30,27,1,93,15,31,0,0,0,131,23,59,28.0,Matches
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Matches
Nikola Kalinić,hr CRO,FW,Roma,it Serie A,31,1988,5.3,1,0,0,7,18,2,0,1,0,0,0,0,17,15,10,60.0,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,33,1985,1.6,0,0,0,4,0,2,1,0,3,0,0,0,12,1,5,16.7,Matches
Samuel Kalu,ng NGA,"FW,DF",Bordeaux,fr Ligue 1,21,1997,15.1,4,0,0,31,30,4,30,21,19,0,0,0,96,15,30,33.3,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,22,1996,21.9,5,0,0,28,38,7,88,9,21,0,0,0,171,15,47,24.2,Matches
François Kamano,gn GUI,"DF,MF",Bordeaux,fr Ligue 1,23,1996,7.2,1,0,0,10,16,1,9,3,8,1,0,0,45,4,15,21.1,Matches
Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,19,1999,23.8,7,1,0,23,30,0,0,37,53,0,1,0,251,57,42,57.6,Matches
Hassane Kamara,gm GAM,"DF,FW",Reims,fr Ligue 1,24,1994,19.0,5,0,0,19,21,3,58,57,31,0,0,0,193,28,15,65.1,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,1,0,0,11,2,1,7,15,14,0,0,0,70,2,6,25.0,Matches
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,4,0,0,37,44,20,21,5,14,1,0,0,92,64,123,34.2,Matches
Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,21,1998,0.8,0,0,0,2,0,1,1,0,0,0,0,0,2,2,4,33.3,Matches
Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,18,2001,5.0,1,2,0,8,8,0,22,2,2,0,0,0,25,2,4,33.3,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,4,0,0,45,9,0,26,46,43,0,0,0,282,17,34,33.3,Matches
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,,Matches
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,2.2,1,0,0,1,3,0,2,1,5,0,0,0,13,2,5,28.6,Matches
Kenan Karaman,tr TUR,FW,Düsseldorf,de Bundesliga,25,1994,15.0,4,0,0,12,24,8,19,2,4,0,0,0,58,40,48,45.5,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,21,1998,6.1,0,0,0,7,12,1,8,2,5,0,0,0,34,1,8,11.1,Matches
Mamoudou Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,23,1996,17.0,0,0,0,1,1,0,0,2,0,0,1,1,112,0,0,,Matches
Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,2,0,0,10,23,0,21,29,20,0,0,0,136,21,30,41.2,Matches
Moise Kean,it ITA,FW,Everton,eng Premier League,19,2000,9.5,1,0,0,27,11,4,12,6,6,0,0,0,40,7,31,18.4,Matches
Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,3,0,0,21,8,0,0,46,26,0,1,1,296,133,77,63.3,Matches
Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,0,0,0,6,3,1,2,1,6,0,0,0,52,12,10,54.5,Matches
Jules Keita,gn GUI,"MF,FW",Dijon,fr Ligue 1,21,1998,1.8,0,0,0,3,2,0,0,3,1,0,0,0,6,1,3,25.0,Matches
Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,1,0,0,9,10,1,7,11,20,0,0,0,99,8,7,53.3,Matches
Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,0,0,0,5,1,0,0,4,1,0,0,0,15,2,3,40.0,Matches
Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,2,0,0,7,2,0,6,6,6,0,0,0,71,9,16,36.0,Matches
Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,0,0,0,9,0,0,20,15,18,0,0,0,115,33,24,57.9,Matches
Kenedy,br BRA,"MF,DF",Getafe,es La Liga,23,1996,6.5,2,0,0,15,9,1,33,10,8,0,0,0,56,5,8,38.5,Matches
Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,5,0,0,28,9,4,60,29,39,0,1,0,281,31,30,50.8,Matches
Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,30.4,3,0,0,59,20,1,12,33,32,0,0,0,294,17,20,45.9,Matches
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,1.2,1,0,0,4,1,0,8,1,1,0,0,0,13,2,3,40.0,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,12.8,4,0,0,21,19,5,60,5,11,0,0,0,51,7,15,31.8,Matches
Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,8,0,0,37,34,0,9,47,35,0,0,0,301,51,47,52.0,Matches
Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,7.6,3,0,0,15,4,0,20,3,13,0,1,0,50,4,4,50.0,Matches
Kike,es ESP,FW,Eibar,es La Liga,29,1989,19.6,2,0,0,48,29,14,19,1,6,1,0,0,92,108,174,38.3,Matches
Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,1,0,0,6,5,1,1,11,25,0,0,0,105,26,31,45.6,Matches
Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,0,0,0,2,0,0,0,4,3,0,0,0,14,11,10,52.4,Matches
Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,31.3,7,0,0,27,45,4,233,30,40,0,0,0,349,28,29,49.1,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,6,0,0,16,18,0,1,21,25,0,0,0,155,24,11,68.6,Matches
Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,22.3,0,0,0,37,27,7,23,5,15,0,0,0,129,39,67,36.8,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.1,4,0,0,20,30,2,51,19,27,0,0,0,145,18,24,42.9,Matches
Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,2,0,0,13,1,0,0,7,3,0,0,0,33,10,11,47.6,Matches
Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,11.9,2,0,0,9,3,0,1,18,15,0,0,0,98,29,14,67.4,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,7,0,0,29,35,2,16,40,47,2,0,1,384,29,31,48.3,Matches
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1992,7.4,0,1,0,12,24,3,19,2,13,1,0,0,56,9,23,28.1,Matches
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,24.5,4,0,0,24,6,0,0,25,22,0,0,0,182,24,27,47.1,Matches
Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,0,0,0,8,7,0,0,8,4,0,0,0,77,17,15,53.1,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,1,0,0,12,14,0,25,30,26,0,0,0,337,53,39,57.6,Matches
Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.6,6,1,1,29,28,1,23,6,12,0,0,0,90,7,19,26.9,Matches
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,5,0,0,33,28,3,33,27,23,0,1,0,184,28,23,54.9,Matches
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,2,0,0,8,5,3,4,29,25,0,0,0,204,50,38,56.8,Matches
Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,30.1,3,0,0,27,20,0,5,46,23,0,1,0,290,110,57,65.9,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,eng Premier League,29,1989,1.3,1,0,0,1,2,0,0,0,0,0,0,0,5,5,4,55.6,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,4.0,0,0,0,5,6,3,2,0,0,0,0,0,16,19,16,54.3,Matches
Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,5,1,0,34,19,1,13,32,39,0,0,0,167,22,38,36.7,Matches
Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30.0,5,0,0,23,33,1,87,31,54,1,1,0,291,28,30,48.3,Matches
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,29.4,6,0,0,26,29,2,185,28,25,0,2,0,242,43,31,58.1,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,4,0,0,20,16,5,29,24,18,0,0,0,193,24,18,57.1,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,6,0,0,17,5,1,24,29,12,0,2,0,127,25,16,61.0,Matches
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,2,1,1,18,22,0,50,25,25,0,1,0,151,20,34,37.0,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,2,0,0,4,6,0,4,7,7,0,0,0,72,18,3,85.7,Matches
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,0,0,0,13,12,1,1,2,4,0,0,0,22,15,28,34.9,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,5,0,0,35,31,3,0,54,47,0,2,1,226,41,40,50.6,Matches
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,5,1,1,19,28,0,0,18,25,0,0,0,92,9,16,36.0,Matches
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,4,0,0,16,10,2,4,23,20,0,0,0,150,33,13,71.7,Matches
Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,0,0,0,2,3,3,1,1,2,0,0,0,6,2,11,15.4,Matches
Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,1,1,0,4,6,0,25,7,15,0,0,0,74,6,6,50.0,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1998,22.7,3,0,0,17,32,1,13,21,18,0,1,0,205,48,45,51.6,Matches
Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,0,0,0,3,3,2,1,0,0,0,0,0,8,4,9,30.8,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,3,0,0,18,12,2,0,27,16,0,1,0,228,55,33,62.5,Matches
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,26,1992,32.9,4,0,0,36,36,4,383,23,47,0,0,0,318,21,8,72.4,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21,1997,2.7,0,0,0,6,6,0,1,1,1,0,0,0,15,7,17,29.2,Matches
Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,1,0,0,20,24,6,4,2,3,2,0,0,62,30,35,46.2,Matches
Nianzou Kouassi,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17,2002,5.0,1,0,0,6,8,0,0,3,4,0,0,0,48,11,4,73.3,Matches
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,2,0,0,0,2,0,0,1,0,0,0,0,140,0,0,,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,21.4,6,1,0,33,14,0,4,31,38,0,1,1,220,49,24,67.1,Matches
Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,1,0,0,15,14,5,13,2,6,0,0,0,81,30,72,29.4,Matches
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,6,0,0,21,11,0,16,25,16,0,1,0,249,105,36,74.5,Matches
Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,0,0,0,3,0,0,3,1,0,0,1,0,13,2,4,33.3,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,28.1,4,0,0,35,28,2,15,38,45,0,0,0,256,83,62,57.2,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,23.0,8,0,0,20,38,0,8,20,55,0,0,0,243,8,19,29.6,Matches
Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,12.1,4,0,0,21,26,2,15,7,13,0,0,0,87,33,43,43.4,Matches
İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,2.6,1,0,0,3,2,0,8,5,6,0,0,0,15,4,6,40.0,Matches
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,1,0,0,0,1,0,0,1,0,0,0,0,17,0,0,,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,0,0,0,4,7,0,20,9,12,0,0,0,84,10,8,55.6,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,15.8,3,0,0,6,19,7,27,4,2,0,0,0,78,8,19,29.6,Matches
Christoph Kramer,de GER,MF,M'gladbach,de Bundesliga,28,1991,16.3,4,0,0,30,22,1,7,15,28,0,0,0,204,24,11,68.6,Matches
Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,1,0,0,11,5,3,14,10,9,0,0,0,73,11,9,55.0,Matches
Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,3.6,0,0,0,2,3,0,0,6,3,0,1,0,53,15,3,83.3,Matches
Felix Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,4.2,1,0,0,12,1,0,4,3,12,0,0,0,43,4,5,44.4,Matches
Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,2,0,0,28,43,2,147,24,41,0,0,0,208,11,10,52.4,Matches
Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,4,0,0,1,6,0,0,1,0,0,1,1,161,0,0,,Matches
Rade Krunić,ba BIH,MF,Milan,it Serie A,25,1993,6.0,3,0,0,11,16,0,0,11,11,0,0,0,58,9,10,47.4,Matches
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,1,0,0,2,2,0,3,0,0,0,0,0,18,4,3,57.1,Matches
Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,25.7,4,0,0,35,64,4,82,22,25,2,0,0,148,9,25,26.5,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,20.5,4,1,0,49,50,3,25,23,33,1,0,0,172,80,66,54.8,Matches
Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,30.8,3,0,0,51,37,5,59,22,21,1,0,0,233,12,32,27.3,Matches
Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,7,1,1,47,24,1,1,49,39,0,0,0,181,68,35,66.0,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,6,0,0,26,11,0,29,28,28,0,1,0,261,17,28,37.8,Matches
Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,15.7,5,0,0,17,32,1,82,10,16,0,0,0,98,30,28,51.7,Matches
Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,16.5,4,0,0,14,17,1,55,15,17,0,0,0,117,22,13,62.9,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,4,0,0,20,7,1,21,17,9,1,0,0,84,20,14,58.8,Matches
Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,5.9,0,0,0,5,5,2,6,0,7,0,0,0,36,3,8,27.3,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,7.5,2,0,0,11,5,4,6,2,9,0,0,0,42,11,21,34.4,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,4,0,0,20,12,0,26,23,21,0,0,0,95,29,11,72.5,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,0,0,0,1,3,1,0,0,1,0,0,0,3,5,13,27.8,Matches
Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,17,15,3,1,7,0,0,1,0,21,33,17,66.0,Matches
Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,1,0,0,42,32,7,34,7,18,1,0,0,137,92,96,48.9,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,8,0,0,43,45,13,15,7,19,1,0,0,102,22,64,25.6,Matches
Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.1,0,0,0,1,1,0,1,2,0,0,0,0,6,0,1,0.0,Matches
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,3,0,0,3,2,0,0,0,0,0,2,0,149,0,0,,Matches
Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,9,1,0,36,7,2,3,39,17,0,0,0,298,60,27,69.0,Matches
Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,8,1,1,62,19,0,8,37,60,0,0,0,270,21,28,42.9,Matches
Stefan Lainer,at AUT,DF,M'gladbach,de Bundesliga,26,1992,30.1,9,0,0,41,27,0,105,29,36,0,0,0,244,36,34,51.4,Matches
Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,3.9,0,0,0,8,14,0,12,1,5,0,0,0,15,3,12,20.0,Matches
Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,1,0,0,17,18,2,131,20,26,0,0,0,193,19,11,63.3,Matches
Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,4.2,1,0,0,7,8,1,3,4,12,0,0,0,51,7,11,38.9,Matches
Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,3,0,0,30,26,1,49,7,21,1,0,0,92,5,19,20.8,Matches
Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,,Matches
Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,2,0,0,13,17,0,22,18,3,0,0,0,57,4,8,33.3,Matches
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,2,0,0,12,12,1,0,16,10,0,0,0,94,11,6,64.7,Matches
Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,0,0,0,5,3,1,17,7,5,0,0,0,44,10,7,58.8,Matches
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,3,0,0,5,6,0,0,4,3,0,0,0,42,8,4,66.7,Matches
Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0,0,0,4,1,0,1,0,2,0,0,0,26,2,6,25.0,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,1,0,0,6,26,4,42,9,9,1,0,0,126,6,14,30.0,Matches
Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,17.9,7,1,0,43,55,24,9,2,12,1,0,0,73,50,75,40.0,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,1,0,0,9,9,0,0,19,8,0,0,0,136,28,14,66.7,Matches
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,27.4,11,1,1,40,24,4,4,27,20,0,0,0,265,72,52,58.1,Matches
Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,0,0,0,6,3,1,14,0,1,1,0,0,8,5,8,38.5,Matches
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,2,0,0,2,4,0,0,4,0,0,1,0,157,0,0,,Matches
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,27.1,1,0,0,42,31,15,18,7,17,0,0,0,136,40,83,32.5,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,5,0,0,22,18,2,0,29,10,0,0,0,260,83,38,68.6,Matches
Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,1,0,0,15,13,1,11,7,17,0,0,0,109,15,16,48.4,Matches
Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,3,0,0,13,3,0,14,9,12,0,0,0,61,9,21,30.0,Matches
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,7,0,0,41,22,0,10,19,22,1,0,0,174,26,28,48.1,Matches
Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.2,4,0,0,13,20,0,21,11,20,0,2,0,60,7,12,36.8,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,3,0,0,25,31,1,2,44,42,0,0,0,222,23,30,43.4,Matches
Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,3,0,0,12,8,0,17,7,10,0,0,0,58,6,11,35.3,Matches
