player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_passes_total_passes_completed,header_passes_total_passes,header_passes_total_passes_pct,header_passes_total_passes_total_distance,header_passes_total_passes_progressive_distance,header_passes_short_passes_completed_short,header_passes_short_passes_short,header_passes_short_passes_pct_short,header_passes_medium_passes_completed_medium,header_passes_medium_passes_medium,header_passes_medium_passes_pct_medium,header_passes_long_passes_completed_long,header_passes_long_passes_long,header_passes_long_passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1440,1502,95.9,30319,9937,9,14,64.3,978,1005,97.3,453,483,93.8,0,0.0,0.0,0,97,5,0,91,Matches
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,450,991,45.4,17400,13123,2,2,100.0,167,171,97.7,281,818,34.4,0,0.0,0.0,1,11,0,0,0,Matches
Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,689,860,80.1,14975,5268,4,17,23.5,464,548,84.7,221,295,74.9,0,0.7,-0.7,11,60,11,5,98,Matches
Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,30.6,333,472,70.6,5010,774,14,44,31.8,281,374,75.1,38,54,70.4,3,2.3,+0.7,17,10,13,3,24,Matches
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,490,663,73.9,6954,2163,14,61,23.0,436,516,84.5,40,86,46.5,5,3.7,+1.3,34,23,27,10,69,Matches
Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,650,1107,58.7,27262,20020,1,4,25.0,189,191,99.0,460,912,50.4,0,0.0,0.0,0,24,0,0,1,Matches
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,70,100,70.0,1208,446,1,6,16.7,56,69,81.2,13,25,52.0,0,0.0,0.0,0,5,0,0,5,Matches
Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,22,29,75.9,411,78,1,4,25.0,16,19,84.2,5,6,83.3,0,0.0,0.0,0,2,1,0,3,Matches
Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,0.5,21,32,65.6,340,41,0,1,0.0,19,26,73.1,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Matches
Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,626,738,84.8,12060,3680,8,17,47.1,488,538,90.7,130,183,71.0,1,0.8,+0.2,9,40,6,2,55,Matches
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,594,834,71.2,13581,5328,7,26,26.9,368,440,83.6,219,368,59.5,0,0.1,-0.1,2,54,3,1,76,Matches
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,820,1162,70.6,28431,18001,1,2,50.0,317,320,99.1,502,840,59.8,0,0.1,-0.1,2,10,0,0,0,Matches
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,554,667,83.1,10492,2651,11,29,37.9,420,475,88.4,123,163,75.5,1,1.3,-0.3,14,52,11,5,61,Matches
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,1106,1279,86.5,19228,3955,31,52,59.6,881,987,89.3,194,240,80.8,1,1.2,-0.2,16,73,13,3,95,Matches
Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,3,6,50.0,50,1,0,0,,3,3,100.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,348,445,78.2,5737,1104,15,33,45.5,280,319,87.8,53,93,57.0,0,0.4,-0.4,8,22,8,1,24,Matches
Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,43,83,51.8,1980,1621,0,0,,16,16,100.0,27,67,40.3,0,0.0,0.0,0,1,0,0,0,Matches
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,1190,1399,85.1,22518,5436,31,52,59.6,890,1019,87.3,269,328,82.0,3,2.3,+0.7,18,84,22,1,133,Matches
Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,33,38,86.8,626,152,0,0,,25,29,86.2,8,9,88.9,0,0.0,0.0,0,4,0,0,3,Matches
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,35.0,818,1090,75.0,23447,12989,19,20,95.0,403,406,99.3,396,664,59.6,0,0.0,0.0,1,3,0,0,0,Matches
Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.3,261,363,71.9,4559,1107,6,23,26.1,214,260,82.3,41,80,51.3,0,0.5,-0.5,6,10,11,5,31,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,1005,1341,74.9,18535,6344,15,57,26.3,809,929,87.1,181,355,51.0,7,5.2,+1.8,54,54,37,15,178,Matches
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,72,98,73.5,1073,302,8,10,80.0,53,66,80.3,11,22,50.0,0,0.3,-0.3,2,3,6,1,8,Matches
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.0,1833,1986,92.3,36234,12348,19,25,76.0,1409,1472,95.7,405,489,82.8,0,0.3,-0.3,7,139,14,0,136,Matches
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,84,129,65.1,1243,349,5,18,27.8,69,88,78.4,10,23,43.5,2,0.6,+1.4,7,9,3,1,14,Matches
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,17,26,65.4,210,28,2,2,100.0,13,21,61.9,2,3,66.7,0,0.1,-0.1,1,0,2,0,3,Matches
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,385,543,70.9,6239,1885,9,34,26.5,312,399,78.2,64,110,58.2,7,4.1,+2.9,30,45,26,6,74,Matches
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,175,210,83.3,3121,666,3,7,42.9,138,161,85.7,34,42,81.0,2,0.3,+1.7,3,12,3,1,15,Matches
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,26.5,1218,1346,90.5,25516,7049,9,21,42.9,858,925,92.8,351,400,87.8,2,1.2,+0.8,10,62,2,0,55,Matches
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,50,70,71.4,1556,1086,0,0,,25,25,100.0,25,45,55.6,0,0.0,0.0,0,0,0,0,0,Matches
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,846,1062,79.7,13733,5070,13,48,27.1,723,808,89.5,110,206,53.4,1,0.9,+0.1,11,61,11,2,104,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,30,36,83.3,391,65,1,3,33.3,26,28,92.9,3,5,60.0,0,0.0,0.0,0,3,0,0,0,Matches
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,135,196,68.9,1646,282,8,18,44.4,120,159,75.5,7,19,36.8,0,0.4,-0.4,4,8,2,0,7,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,435,635,68.5,7990,2676,11,35,31.4,331,403,82.1,93,197,47.2,5,2.8,+2.2,33,31,14,2,82,Matches
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,94,133,70.7,1744,520,3,7,42.9,77,90,85.6,14,36,38.9,0,0.1,-0.1,1,5,2,1,17,Matches
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,522,724,72.1,9101,4205,9,22,40.9,425,506,84.0,88,196,44.9,1,1.2,-0.2,14,35,19,12,94,Matches
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,154,219,70.3,2959,1489,0,7,0.0,125,148,84.5,29,64,45.3,0,0.2,-0.2,6,9,8,5,41,Matches
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,26,39,66.7,583,134,0,0,,18,26,69.2,8,13,61.5,0,0.0,0.0,1,1,0,0,1,Matches
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,187,230,81.3,3649,714,3,5,60.0,137,163,84.0,47,62,75.8,1,0.1,+0.9,3,12,1,0,13,Matches
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,39,51,76.5,650,197,1,4,25.0,31,38,81.6,7,9,77.8,0,0.2,-0.2,3,3,3,1,4,Matches
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,317,429,73.9,4430,910,23,44,52.3,268,338,79.3,26,47,55.3,1,1.0,0.0,12,28,10,2,28,Matches
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,390,568,68.7,5951,1039,14,40,35.0,325,426,76.3,51,102,50.0,4,3.8,+0.2,27,19,13,4,36,Matches
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,582,745,78.1,9999,2824,13,36,36.1,476,553,86.1,93,156,59.6,0,1.2,-1.2,12,49,25,2,80,Matches
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,4,5,80.0,106,34,0,0,,2,2,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
Yann Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34.0,1270,1545,82.2,35784,17975,2,4,50.0,648,655,98.9,620,886,70.0,0,0.0,0.0,0,9,0,0,1,Matches
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,1,2,50.0,12,5,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,503,1130,44.5,26353,21648,0,0,,58,59,98.3,445,1071,41.5,0,0.0,0.0,0,63,1,0,2,Matches
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,252,267,94.4,4573,1116,4,4,100.0,198,211,93.8,50,52,96.2,0,0.0,0.0,0,8,1,0,14,Matches
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,168,297,56.6,5903,4092,0,0,,66,67,98.5,102,230,44.3,0,0.0,0.0,0,2,0,0,1,Matches
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,25.7,950,1134,83.8,15398,4672,23,49,46.9,791,899,88.0,136,186,73.1,4,4.8,-0.8,48,94,40,6,151,Matches
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.4,150,194,77.3,2330,345,4,11,36.4,130,156,83.3,16,27,59.3,0,0.6,-0.6,4,3,4,1,11,Matches
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,274,392,69.9,4852,1163,10,22,45.5,210,285,73.7,54,85,63.5,0,0.3,-0.3,2,25,4,0,23,Matches
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,295,317,93.1,6676,1181,6,7,85.7,168,180,93.3,121,130,93.1,0,0.0,0.0,0,4,0,0,4,Matches
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,328,340,96.5,6842,1802,3,5,60.0,227,234,97.0,98,101,97.0,0,0.0,0.0,0,8,0,0,4,Matches
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,673,746,90.2,13230,2988,12,19,63.2,485,525,92.4,176,202,87.1,0,0.6,-0.6,11,93,5,1,67,Matches
Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,99,147,67.3,1757,451,2,8,25.0,78,104,75.0,19,35,54.3,0,0.4,-0.4,5,5,5,0,15,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,809,1064,76.0,13691,5981,13,57,22.8,681,805,84.6,115,202,56.9,0,1.2,-1.2,13,52,13,2,145,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,717,876,81.8,14465,3404,15,38,39.5,517,586,88.2,185,252,73.4,3,2.5,+0.5,25,77,20,9,92,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,2035,2239,90.9,41675,12071,11,28,39.3,1469,1552,94.7,555,659,84.2,1,0.3,+0.7,4,114,3,0,87,Matches
Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,15.9,277,407,68.1,3755,986,11,32,34.4,245,307,79.8,21,68,30.9,1,1.9,-0.9,15,17,9,1,25,Matches
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,16.7,797,995,80.1,15203,4547,9,46,19.6,625,701,89.2,163,248,65.7,2,3.0,-1.0,23,33,23,9,91,Matches
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,4.9,108,125,86.4,2570,1106,1,1,100.0,70,70,100.0,37,54,68.5,0,0.0,0.0,0,0,0,0,0,Matches
Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,145,207,70.0,2162,660,5,13,38.5,125,161,77.6,15,33,45.5,0,0.2,-0.2,5,9,9,0,21,Matches
Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,42,50,84.0,714,94,1,4,25.0,34,37,91.9,7,9,77.8,0,0.1,-0.1,1,0,2,0,3,Matches
Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,17,23,73.9,195,36,1,2,50.0,16,20,80.0,0,1,0.0,0,0.0,0.0,0,3,0,0,1,Matches
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,172,274,62.8,2871,669,8,31,25.8,138,196,70.4,26,47,55.3,1,0.6,+0.4,7,18,5,0,18,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,854,962,88.8,19183,6242,9,22,40.9,545,584,93.3,300,356,84.3,2,0.6,+1.4,3,43,2,1,45,Matches
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,560,780,71.8,9312,3999,13,52,25.0,478,578,82.7,69,150,46.0,2,2.3,-0.3,10,42,6,2,80,Matches
Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,149,189,78.8,2772,1070,3,6,50.0,113,129,87.6,33,54,61.1,0,0.2,-0.2,3,12,5,4,24,Matches
Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,368,460,80.0,8561,3004,3,14,21.4,230,253,90.9,135,193,69.9,0,0.0,0.0,0,31,2,0,36,Matches
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,219,305,71.8,3515,1327,10,20,50.0,173,214,80.8,36,71,50.7,0,1.0,-1.0,10,13,12,1,41,Matches
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,710,848,83.7,15778,5699,7,24,29.2,463,518,89.4,240,306,78.4,0,0.6,-0.6,3,55,3,0,60,Matches
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,1,2,50.0,26,9,0,0,,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,550,727,75.7,10033,3187,10,35,28.6,434,533,81.4,106,159,66.7,3,2.9,+0.1,27,37,24,9,90,Matches
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,441,620,71.1,15759,10278,2,2,100.0,170,171,99.4,269,447,60.2,0,0.3,-0.3,2,7,1,0,1,Matches
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,1421,1641,86.6,29947,7020,18,36,50.0,1006,1111,90.5,397,494,80.4,1,1.2,-0.2,18,143,19,2,140,Matches
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,906,1199,75.6,20756,7435,10,27,37.0,577,661,87.3,319,511,62.4,3,1.2,+1.8,8,84,10,0,90,Matches
Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,115,171,67.3,1526,128,9,23,39.1,99,130,76.2,7,18,38.9,1,0.1,+0.9,2,5,0,0,1,Matches
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,983,1217,80.8,13848,2795,21,82,25.6,889,1025,86.7,73,110,66.4,1,7.4,-6.4,47,31,55,6,97,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,1406,1897,74.1,24265,9846,17,99,17.2,1148,1346,85.3,241,452,53.3,4,4.6,-0.6,33,105,51,10,248,Matches
Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,291,405,71.9,4149,1193,15,41,36.6,243,302,80.5,33,62,53.2,0,0.6,-0.6,11,31,8,1,41,Matches
Lars Stindl,de GER,"MF,FW",M'gladbach,de Bundesliga,30,1988,15.9,616,762,80.8,10533,1770,12,39,30.8,494,574,86.1,110,149,73.8,3,3.2,-0.2,27,47,13,2,52,Matches
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,778,969,80.3,15590,4004,16,35,45.7,557,628,88.7,205,306,67.0,4,2.1,+1.9,24,75,16,3,108,Matches
Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,20,28,71.4,358,36,0,4,0.0,17,21,81.0,3,3,100.0,0,0.1,-0.1,3,1,1,1,1,Matches
John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,966,1016,95.1,21068,5923,1,6,16.7,652,682,95.6,313,328,95.4,0,0.1,-0.1,2,80,1,0,54,Matches
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,36.0,915,1175,77.9,23713,15239,61,62,98.4,475,480,99.0,379,633,59.9,0,0.2,-0.2,2,17,0,0,1,Matches
Tobias Strobl,de GER,"MF,DF",M'gladbach,de Bundesliga,29,1990,6.8,347,394,88.1,7051,2330,1,6,16.7,260,276,94.2,86,112,76.8,0,0.3,-0.3,4,34,4,0,38,Matches
Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,477,634,75.2,12665,5125,2,13,15.4,262,311,84.2,213,310,68.7,2,1.1,+0.9,9,50,2,0,46,Matches
Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,824,941,87.6,15353,4225,20,35,57.1,638,697,91.5,166,209,79.4,3,0.9,+2.1,12,83,10,2,86,Matches
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,30.0,1209,1600,75.6,20548,9916,24,64,37.5,990,1132,87.5,195,404,48.3,3,2.0,+1.0,25,89,49,28,216,Matches
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,366,498,73.5,6949,2030,14,23,60.9,275,336,81.8,77,139,55.4,2,1.1,+0.9,11,31,10,3,49,Matches
Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,992,1515,65.5,19862,11322,16,59,27.1,745,946,78.8,231,510,45.3,4,2.3,+1.7,32,134,42,18,335,Matches
Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,664,876,75.8,11383,3793,13,52,25.0,529,616,85.9,122,208,58.7,5,4.6,+0.4,43,64,35,10,113,Matches
Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,529,697,75.9,8520,1146,18,63,28.6,436,529,82.4,75,105,71.4,8,3.5,+4.5,30,19,19,2,37,Matches
Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,19,27,70.4,301,169,1,5,20.0,15,17,88.2,3,5,60.0,0,0.0,0.0,0,0,0,0,4,Matches
Neven Subotić,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,539,737,73.1,12454,5025,6,21,28.6,329,396,83.1,204,320,63.8,0,0.3,-0.3,6,60,5,0,73,Matches
Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,14,21,66.7,155,37,3,4,75.0,10,16,62.5,1,1,100.0,0,0.1,-0.1,1,0,2,0,2,Matches
Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,164,192,85.4,3510,1352,1,5,20.0,111,119,93.3,52,68,76.5,0,0.0,0.0,0,6,0,0,5,Matches
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,570,612,93.1,13277,4119,2,5,40.0,353,369,95.7,215,238,90.3,1,0.4,+0.6,2,44,4,0,37,Matches
Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,1,2,50.0,26,14,0,0,,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,59,67,88.1,1266,270,2,2,100.0,36,41,87.8,21,24,87.5,0,0.1,-0.1,2,4,0,0,5,Matches
Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,454,520,87.3,9900,3153,7,14,50.0,308,325,94.8,139,181,76.8,0,0.0,0.0,0,14,0,0,10,Matches
Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,102,127,80.3,1959,487,5,5,100.0,73,89,82.0,24,33,72.7,0,0.0,0.0,1,6,1,0,10,Matches
Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,4,10,40.0,64,22,0,0,,4,9,44.4,0,1,0.0,0,0.0,0.0,0,1,1,0,1,Matches
Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,293,391,74.9,5241,1509,5,23,21.7,234,278,84.2,54,90,60.0,1,1.3,-0.3,15,23,23,6,51,Matches
Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,579,753,76.9,11104,3203,7,26,26.9,440,512,85.9,132,215,61.4,2,3.6,-1.6,41,45,53,16,112,Matches
Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,2.6,137,155,88.4,2255,886,2,2,100.0,124,134,92.5,11,19,57.9,0,0.1,-0.1,1,12,2,1,11,Matches
Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,603,830,72.7,13236,5578,2,26,7.7,405,470,86.2,196,334,58.7,1,0.6,+0.4,13,74,16,5,121,Matches
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,10.6,308,380,81.1,5340,1365,8,17,47.1,244,281,86.8,56,82,68.3,2,1.2,+0.8,16,27,7,0,31,Matches
Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,1080,1461,73.9,18954,8113,16,50,32.0,887,1075,82.5,177,336,52.7,2,1.6,+0.4,22,75,24,15,192,Matches
Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,2,2,100.0,19,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,14,18,77.8,279,47,0,1,0.0,11,13,84.6,3,4,75.0,0,0.0,0.0,0,3,0,0,2,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,198,308,64.3,2749,588,16,25,64.0,161,245,65.7,21,38,55.3,1,1.2,-0.2,14,16,2,0,17,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,28.0,636,740,85.9,17247,8553,6,8,75.0,320,321,99.7,310,411,75.4,0,0.0,0.0,0,1,0,0,0,Matches
Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,281,353,79.6,4862,1237,8,20,40.0,232,275,84.4,41,58,70.7,0,0.1,-0.1,5,28,6,2,29,Matches
Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,43,59,72.9,1022,402,2,2,100.0,25,33,75.8,16,24,66.7,0,0.0,0.0,0,1,0,0,5,Matches
Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,21.5,900,1145,78.6,19546,6506,11,41,26.8,608,707,86.0,281,397,70.8,2,1.4,+0.6,21,96,32,2,143,Matches
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,1831,2023,90.5,40146,11020,16,32,50.0,1182,1247,94.8,633,744,85.1,1,0.5,+0.5,4,103,5,1,111,Matches
Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,304,410,74.1,5070,1309,9,28,32.1,245,304,80.6,50,78,64.1,2,2.1,-0.1,18,21,21,3,52,Matches
Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,3,4,75.0,67,37,0,1,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,206,238,86.6,3182,568,10,12,83.3,173,189,91.5,23,37,62.2,0,0.4,-0.4,7,15,6,0,16,Matches
Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,177,198,89.4,3240,750,4,9,44.4,148,157,94.3,25,32,78.1,0,0.2,-0.2,3,17,0,0,9,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,188,232,81.0,3242,1096,1,13,7.7,148,166,89.2,39,53,73.6,0,0.0,0.0,0,9,0,0,17,Matches
Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,1010,1096,92.2,23268,5892,5,14,35.7,604,645,93.6,401,437,91.8,0,0.2,-0.2,1,35,0,0,30,Matches
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,894,1219,73.3,16472,7323,16,53,30.2,706,831,85.0,172,335,51.3,2,2.9,-0.9,26,76,30,12,164,Matches
Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,191,239,79.9,4038,1455,4,4,100.0,138,160,86.3,49,75,65.3,0,0.0,0.0,1,9,1,0,10,Matches
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,913,1250,73.0,21245,7310,11,30,36.7,550,672,81.8,352,548,64.2,2,2.1,-0.1,14,69,9,0,73,Matches
Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,54,59,91.5,1589,1131,0,0,,26,26,100.0,28,33,84.8,0,0.0,0.0,0,0,0,0,0,Matches
Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,374,556,67.3,5410,1301,20,51,39.2,317,431,73.5,37,74,50.0,2,2.6,-0.6,32,28,16,2,49,Matches
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,726,1035,70.1,13410,5643,10,51,19.6,565,666,84.8,151,318,47.5,1,1.1,-0.1,13,48,22,17,129,Matches
Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,410,513,79.9,6841,2873,7,21,33.3,349,392,89.0,54,100,54.0,0,0.3,-0.3,5,22,4,1,52,Matches
Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,592,688,86.0,11156,3307,6,17,35.3,467,526,88.8,119,145,82.1,1,0.1,+0.9,4,44,2,0,74,Matches
